uid,did,type,area
1275cb7911dc2d0429eadfee76accaf4,3535c3ed6bcf8b82d4544dab6bb0d174,WZA3,网关
52be0fd2f08dc33fb012ffd4abca4f7b,d9db9a2ca4adc10e2dd83524336f60cd,WZA1,Zigbee网关
5efbbf0055405118a0d5a1022acab846,0a9d003929696e8a70c2295057c61f79,Z4A1,主卧衣帽间灯
649a44ff46722ce63673c791904fa154,a17d183fc8381e933eb56d7a99090291,Z5A1,一班小窗帘
d14f5e83f9c817af3dbd7cb23a565d26,6e856b09062ad766016ce0c0bd52e70f,WZA3,网关
dd1425e36322ef790c22e70a357e38c8,eeb006c840e4ad834464ecb0b158f5ca,Z5A2,儿童房窗帘
78f60dfc358a5207fa8117c022e674b0,4fc70082a16c3b4c077109559c4c3284,Z4A1,衣帽间照明
1275cb7911dc2d0429eadfee76accaf4,23c767d4fceb2f93e861f4a7baad50a4,S4A4,次卧窗帘
1275cb7911dc2d0429eadfee76accaf4,b0d374688e37311413653ae47493516f,S4A4,客厅窗帘
649a44ff46722ce63673c791904fa154,bbfc176704f22105e8e53367af5b2355,Z5A1,一班大窗帘
1275cb7911dc2d0429eadfee76accaf4,0365e5bbd0dd2156da357d9b93cf9fa3,WZA3,网关
649a44ff46722ce63673c791904fa154,c51e24f4db36f3a8a91ff24e7e428643,Z4A2,三班灯
a099e001be4d00114493fc7c9bbeb6fa,7c9f65c7f037a3ae27a385117480c483,Z4A1,次卧2
ddf541603629c000d0edcd5d2d19e0ec,59b17d4bb13e4a287cd5ca5bccbc4067,WZA3,西一楼网关
1275cb7911dc2d0429eadfee76accaf4,2127111254377993ceb372e80a94a937,S4A4,书房窗帘
1275cb7911dc2d0429eadfee76accaf4,bc68a4583fe51dbc9d502c6b50049cac,S4A4,主卧窗帘
6cde6a49084274633193da2673278692,1a10f371cf5822f5f9516095f1ef5071,Z4A1,衣柜灯
5bf3bc64a6d18f42eda94c7c4dbd3be4,a5336ea8dd279a845092308627425e57,Z4A3,三楼儿童房
a9359db9da9aef4a0fba395cd509d796,38c8c38d90821a08ae96aca0c2330d47,S1Aj,三键开关
eef0c8160461ec25c94dd4b4bc55d65d,f7e23f1fd39847cbdcac187494c633ac,Z4A1,主卧右边床头开关
71c33e44d037a9357e941305a3e3cbb8,802ebe9904916ac31eebc63ae76fac74,S1Aj,三键开关
3c6dfba341692aebb768e39ed3f69524,ed10e755efe94e3f6ebbc40f61e31fe2,S1Aj,三键开关
6259fc13612ee84bfcf6908d27ff3f88,6c62c4cf8d409c4fb09f4d21c7d42cd1,Z4A3,主卧
8f2205bdc0b4206aec9e721d7375a67a,86cc9de3eb1d6f846c9b59c089f87148,S1Aj,客厅开关
51915a3dec6254891e51877543bd1c80,0ad641c286c7ead0410bc4a5a448f731,S4A4,客厅窗帘
f2dc05855bb60a6861a1cfb5307ced4b,f420f93c026fad534422d3b2fa87820f,WZA3,二楼
9e293fec60b6cc0fdea905107e8e9579,262a013f23ee74706f5daf51e034790f,T5A2,水浸传感器
b5bc6faf80fce1d4a487006de9ac5e5c,e4f749f50131b7a375211c9f3006d4c8,Z7A4,门磁传感器
285c251039f1d0bac231a459f7b4e7be,5ed6c20e17ca7288e4339ed2abba0272,Z7A4,门磁传感器
b5bc6faf80fce1d4a487006de9ac5e5c,a55bd17652b631978c33e1df607b02d3,S4A4,平开帘
285c251039f1d0bac231a459f7b4e7be,80a66b3cec1cc27add05b0bf20bee2a3,Z6A2,人体红外
5efbbf0055405118a0d5a1022acab846,d7449ab6688f2d894a5a070f8eb5eb9b,Z4A1,格格衣帽间灯
b5bc6faf80fce1d4a487006de9ac5e5c,4bb2df32dcbdd06412b100437efc260d,WZA3,网关
effbdc8b9de0096d1089449800043326,898577b716d5ed33a12d7e1f2ffbba07,Z4A1,客厅走廊
a570997e2722fde2875c9690426c69dd,9014d04ad0a589192d184fcfee502d80,Z4A1,书房灯
a617bb5c86b1d95c18c7397b4e2f2a3f,ace4014a9dce3c28ca6b1b7af316a79b,WZA3,网关
ff52ebc704fef0b9495e7d268ca9cdb3,4b51be92a4c0f308ea40eefbbea70490,Z7A1,门磁
95d59529e9c086ac56ee6e01727b5063,c445d6d3a5051d1ca216424283f94d69,T4A6,烟雾传感器
273c9df70edfa77f2efce8874e7f1bd6,cc5618ec531097b76931ee6a55927830,WZA3,网关
95d59529e9c086ac56ee6e01727b5063,f7f5d01a749d1f34e9d77b4aa264a752,S4A4,平开帘
c1a99d8795a5f971c2b10fcfac565a4c,24e94ce9bf913ae7aac60f3490fd1ceb,Z4A1,次卧灯带
95d59529e9c086ac56ee6e01727b5063,bc10ce8b18242e7e805bcaa4b31485ae,WZA3,网关
56b4ecb3613db199648963245e4b2a25,453bb80e2f6509839e438b53ea296a8b,WZA3,儿童房网关
649a44ff46722ce63673c791904fa154,9ce9b9fa209f2c5d4abc4475e31f0f5a,Z4A1,四班大灯
95d59529e9c086ac56ee6e01727b5063,713272478ff99f235873d5c35fe6078e,Z7A1,门磁
649a44ff46722ce63673c791904fa154,233506a3addfae48442f34963b3b6461,Z4A1,一班大灯
f2dc05855bb60a6861a1cfb5307ced4b,b0b01eefa2c3b8fab082728c4063cbd5,Z4A1,客厅大灯
1c21fb5abe97484206f57af3f3fa2782,be0e79cd63d47b0912b6d4c74e5e1cc6,Z4A2,一楼展示区
649a44ff46722ce63673c791904fa154,cfd7a0707453f48157328c72dbecd33f,Z4A1,二班大灯
8a0295bd8aa14703b02d28ddcab05f20,8b0c26dd25ae01497b12f2b06dfb49e7,Z4A1,卧室灯
485ad323c9e0bb77c6361e6adce05345,65fa43bbbbf2fad2c7ce49662c5ad859,S1Aj,客厅2
bfb8f645c91a5aecfaeec28610f82c60,36b2576dd52ce4327db757d3fa100bd9,Z4A3,客厅灯
ad453faabb362bc4af3294d378993a75,97c653ed6be60ed26eab1bcff1559035,S1Aj,红酒室
338c05fd01f587f7b32c58c1c48a086a,d837d898a8227bde70ece6724e1a288f,S1Aj,三键开关
1be958f38f767d0f0990ef16843c7986,e8ef35817460353c1e7c7c759b9eae1f,S1Aj,楼梯
5ab142caccabdcb497de240ff05af78d,e3e0bfffa40b11d779819f2d2776e517,Z4A1,床头左边开关
969b5b7509447179b812447ee0e53f32,d9fd291ef9dbe90b72ff0ca4855099a2,Z4A1,二楼儿童房双控
247ec54d574fe0206d88dc96437d6a94,fef212cad4920095ff1111fad1e502c1,WZA1,Zigbee网关
5129dd009d661fd2b5d8e298f9ce16e0,f5d750ed237cf7c4242ad531329d753b,Z4A3,主卧灯
8daac51b7fdaad799593a6616eaf430e,ad4818e593d84c26361731f158a1a8fc,Z6A1,进户门灯
5129dd009d661fd2b5d8e298f9ce16e0,b06b852442e3beeac29e608fe60d2e57,Z4A3,客厅氛围灯
5129dd009d661fd2b5d8e298f9ce16e0,d50733e18c27444ab724790e3b62f511,Z4A2,阳台吧台
0abf3af67516d58a8128f90b080c5c8f,29a10e8883029a560d241d54d22926d9,Z4A1,次卧1
bb06efcc5279dc21f3a027ed7009ed1b,45ac213b0d47691b7c1b9fe82aae72e1,Z4A3,卧室3开关
bb06efcc5279dc21f3a027ed7009ed1b,492cdf28109997b843623538ae4db762,Z4A1,卧室3卫生间灯带
8daac51b7fdaad799593a6616eaf430e,9db75c0872db53175355e64fceb13497,S4A4,客厅窗帘
bb06efcc5279dc21f3a027ed7009ed1b,e0221e3a4416965c56f4278431772f90,Z4A2,卧室3开关
8daac51b7fdaad799593a6616eaf430e,75ddec4dcf3849f009bc667babb0471e,S4A4,客厅窗纱
0abf3af67516d58a8128f90b080c5c8f,798c05ce4f52cd8378b1ea01ecae7c9d,Z4A1,阳台晾衣机
bb06efcc5279dc21f3a027ed7009ed1b,b1cad4f376cb61d36f1ca31a06e20d1d,Z4A2,卧室3开关
8daac51b7fdaad799593a6616eaf430e,4ade78ea30091f6eb8055ad70cf62b34,S4A4,主卧窗帘
5129dd009d661fd2b5d8e298f9ce16e0,bf755751d50e51cbf4162d012f551ea2,Z4A2,客厅灯
8daac51b7fdaad799593a6616eaf430e,55ee50d8744863117e30d672a82cee2c,S4A4,次卧窗帘
5129dd009d661fd2b5d8e298f9ce16e0,fbb94939b6b14fb831d44be40b659c5f,WZA3,网关
8daac51b7fdaad799593a6616eaf430e,f1272179cc497d7d4902373e407cf833,S4A4,书房窗帘
776aab50633fc628f220a7a0560bfdf5,3c834fd4976a54289c80c880df74ee87,WZA3,网关
b819db7d052cf601e353d07cac8185cd,b5f47f18fa6a18fd073f1842bc01355a,WZA3,网关
efcb4690924f0390230c153103697b88,6db636a71b58404480b03ef901f7f31b,G1A2,新风机
0ac55dd5bfc202a98462e67e17840d48,fe88e42f9c4c5fbcad0a097c8aa1deac,Z4A1,情景开关
5bf3bc64a6d18f42eda94c7c4dbd3be4,dc0e28b85d890f3ef9ee91ca7abb72b7,Z4A3,三楼客房
8daac51b7fdaad799593a6616eaf430e,d53cb93f635ca08989f0c73c99d09d01,S4A4,儿童房窗帘
485ad323c9e0bb77c6361e6adce05345,dd89b2ec22de657c39c813985ab8ca54,S1Aj,三键开关
19ba2747dd8d187ebc312cfa0f05a7bb,4eeaf41bd395995b3466fb9b5791816b,W2A1,红外宝
71447fbe1d11f80bddd706708901ff23,11ea88d6826dd64a4a9ae7f82c6e77be,Z5A1,客厅窗帘
649a44ff46722ce63673c791904fa154,427109644d7fee059975ad8e1d8f57c9,Z5A1,三班次窗帘
19ba2747dd8d187ebc312cfa0f05a7bb,ec1a798fe7cd938070c48b22abe86586,Z4A2,二楼
1be958f38f767d0f0990ef16843c7986,05cf610ecb01218b301355e3b2c0fce8,S1Aj,二楼主卧
649a44ff46722ce63673c791904fa154,5a5893dc8b6a398ba0ccfa07df00a9af,Z5A1,三班大窗帘
6cde6a49084274633193da2673278692,0048a310c85098bba3ccf30a96d8bcd0,Z4A1,副萱卧廊灯
71447fbe1d11f80bddd706708901ff23,7643a0ede98a530d7b47cc18c3598736,Z4A1,小孩房
e30e96fd93521e576e42f636e3b808d1,6073d5c402f1d6862c23c190b950efe4,Z4A1,二楼廊灯
4a84f317ac3559a8c97cbc143023a6e3,b1f4ec25aadd45f8948a12d22c5de41b,Z5A1,窗帘
5bf3bc64a6d18f42eda94c7c4dbd3be4,a8192544faaa525d348483efb7a0dad0,Z4A3,二楼走廊
1be958f38f767d0f0990ef16843c7986,41ab13c17477bc7c16c23cad570dd74d,S1Aj,二楼客厅
71447fbe1d11f80bddd706708901ff23,1f4b277f50bd084e5145fc06bbde2702,Z4A1,玄关灯
2481bcffa572c45cb3a973e39ff330fb,018b0ba702668ae213fde475b046aead,Z4A1,走廊筒灯
285c251039f1d0bac231a459f7b4e7be,82258e8827111587bb942c581d871310,Z4A1,主卧卫生间
71447fbe1d11f80bddd706708901ff23,08b28aa541d7176f6dd6896c5565241c,Z4A1,次卧灯
70ef476d7690e0346553e3480c56c5b9,9c3fd11999ab6dce1ac162d9b340fff2,WAA1,办公室
2501dcca9a1341878224a283a10175f6,8d0a1c5d4b0afb0b84ebd602ec910eaf,Z4A1,主卫门口
71447fbe1d11f80bddd706708901ff23,b528d39b22cefa39c11f8511df1299a3,Z4A1,次卧床头
c1a99d8795a5f971c2b10fcfac565a4c,ad2fef4523003a87ecec8fb198e8f9a6,S4A4,阳台纱帘
95d59529e9c086ac56ee6e01727b5063,006b77e4a8cd3311e34d2245fc5d2efb,Z4A1,总开关
71447fbe1d11f80bddd706708901ff23,16aed7b10bbfd12d6d07ba5c4ab43d2c,Z4A3,入户
f415ff798aa6102ed7c2bb4069743d32,b9c0f05c9df6961819725e0c621f76e6,WZA3,展厅
71447fbe1d11f80bddd706708901ff23,4323eca2a6a2ab8d003ac6bd64bd2ee4,Z4A2,主卧
b00a948e9cea35c40d9141112e31dbf6,afc3dc1ac80771629ab5f030381356c0,Z4A1,入户灯
ff52ebc704fef0b9495e7d268ca9cdb3,5a43594aaf4b9e547005d02431d4be08,Z4A1,主卧卫生间灯
ffae6c76d375d7880ecec8105ad6406d,46dfc196b54ed67e0e5c94e5a9678380,Z4A1,卫生间灯
036a347af878f4bdf0249f42570bdc6f,74df1fb2151c39600be6d96b5a4881e8,Z4A1,二楼客厅筒灯
526dbf5e75d5c39de86f196eaa66e496,5a0f5d37029dbb79103be6b689fa04c7,Z4A2,总经理办公室洗手间灯
2481bcffa572c45cb3a973e39ff330fb,1cd7ee3a2ef2f201273546d6f69df454,Z4A1,公卫灯
ea0da9ebe17de5ff9250b71a746255cd,d615473be5028ae3029a2a92ee943a43,Z4A1,磁吸轨道灯
3b7c542e3141d1339754b8d9b1a6f3e3,c66f62df0b9d7118c25c6e61502fd0e6,Z4A1,玄关灯
6259fc13612ee84bfcf6908d27ff3f88,7ee2f5ef561fc54cd965f3d4a5ce1a5a,Z4A3,厨房
4983aacca72670d05a152c79d6c00ea6,6f4a9b751fbe2c01879b8fc3e94027cd,Z4A1,麻将室双控
bab635e3ce0648099384a31d1c459090,141adc9db9ac285bddb91b4cba8715ea,Z4A3,卫生间
52be0fd2f08dc33fb012ffd4abca4f7b,24b7dae8e3b2673fc558ba9df62f09da,Z1A1,电视
ea0da9ebe17de5ff9250b71a746255cd,c6f90ace2e74f8c18a83e2ef8652b1aa,Z4A1,主卧双控
a099e001be4d00114493fc7c9bbeb6fa,6d7dfcc3406e374ae428e69a99490331,Z4A1,走道筒灯
b5bc6faf80fce1d4a487006de9ac5e5c,64863136e4bd062057f73b0bf40f6f22,Z4A1,门厅
7df6aed1fb3bcb2e48020f448dc954c8,278d45f27559b8d09fde8a1434840354,W2A2,红外宝
69188282584042771737d36798cd1e2a,6c11aebd4ea90428cff338773a96a99d,WZA3,网关
b43eaac03ee5adec417878735484cf4e,8a5ae5f39b8b89d4ccb4e9ac197acf91,Z5A1,次卧窗帘
69188282584042771737d36798cd1e2a,7f06dfae3726d64a5649562e33a936c0,S4A4,餐厅窗帘
69188282584042771737d36798cd1e2a,5844824b613d2a7b7cff5cd1505240bf,S4A4,餐厅纱帘
78f60dfc358a5207fa8117c022e674b0,e80e78e4af014468c6cd3857b7e7efae,Z4A1,主卧照明
129f52894545a3372aa99984b7027d41,3705412ced13b38333d6d3534f58c24a,W2A1,红外宝
efcb4690924f0390230c153103697b88,4c3f12a5195a72504adf912a03276f1f,Z4A1,卫生间
69188282584042771737d36798cd1e2a,fe0a3258a7cafc1c45bb80c64bbfed50,S4A4,客厅窗帘
91f95289f39cffd2ea2c913723147c0d,26a231fd14abbacbd9606c75aeb4cf02,Z4A1,二楼东南角房间灯
171176b88fc6c282d9eb5557744ad547,18e842b1d21642b1016d5f523792b0c7,WQA4,一层
3177fea7a587d90d6dd9e822009c3a1a,bd5ec3658950d27879a8c3905c8064ee,Z4A2,筒灯2位开关
fc6068ef713b856d8f37d0ff874da2d4,baec919bfd421abcf1be76f18772c41b,Z4A2,客厅
17703cc944f0e6692188499f7f7d78dd,3f67bc55509c1cd6946d6d6d0615bafe,Z4A1,卫生间
71b3431602adf66bb0c68ef332e2c13c,de95574f33fec91579ae131f17502230,NaA1,鸢飞国际公寓
69188282584042771737d36798cd1e2a,79eed63dcaf22fc77475419f8f89f71f,S4A4,客厅纱帘
e55e0ebf345c508210cc0c7a9995791e,4c2b81c83597116a2ab19d47675716e2,Z4A3,大厅筒灯
69188282584042771737d36798cd1e2a,cbc13a111db5a3ef6d7c672955374b97,S4A4,客厅纱帘
4435e0572811b649450260fdf6a8b641,f38106e0eb89d8e3359836cac65119c1,Z4A1,客厅灯
43f3b86d37a929ea528989183772011b,db1afde78245623358f2319a47e4f269,Z4A1,书房灯
69188282584042771737d36798cd1e2a,15d2d4a091c96681f1fb400eca31917b,S4A4,卧室纱帘
c383f045dfed54dbb69ba39abcdd2ef2,0be838c5ccdefaf61b585aa189d5aaa4,Z4A2,次卧
9132219f34a4c4a199abd4f577091000,666137baa0c268caba28e8771691d9ac,Z4A1,健身房灯
b4b81097d30be0451b329e68675b5d08,ef81ed9f80dcf4b0b94ef09b97f77345,Z4A3,主人房双控1
3442846cd4b7d0f7a0b128e123e46ce4,cacbe2d20682c95398f944c81725f2d7,S1Aj,三键开关
5ceacd86e31796824d5d8413041ce25e,d3e392ee4ec2a2d3987d9fa6ce254fbf,S1Aj,藏式卧室
3c6dfba341692aebb768e39ed3f69524,b6be11d44c15c72f13edc0df09e324f5,S1Aj,三键开关
9aa3f3a6c8ad2541b9a2a95e1fe80e3c,cdf746974e7cfc6a199f60cfdfe50834,Z4A2,主卧
8876cb8b3ced6636c73f5169d47b51f7,92280c66f5642d0abd466241b1ce2bd5,T3A4,可燃气体传感器
e551269b3c331eb312b428917bb53095,fa9d14498f6637582b75c2f90ecd7917,WZA1,三层网关
dd1425e36322ef790c22e70a357e38c8,09a29b569e707b7ef11673d4fb4a67e2,Z4A4,门厅四键开关
ad28fa28f096453740ee1784bcaa36f9,9195a13eea8bd3dad524e8be66581a5e,Z4A3,客厅灯1
dd1425e36322ef790c22e70a357e38c8,6f0634da0ab5bae198929d73f465fb6d,Z4A4,客厅四键开关2
dd1425e36322ef790c22e70a357e38c8,61b131e3fc40d015122b42d1983e0a04,Z4A4,客厅四键开关1
8876cb8b3ced6636c73f5169d47b51f7,e556f6a824f8e95032c54ed2ea9402bc,T5A2,水浸传感器
bb06efcc5279dc21f3a027ed7009ed1b,5775c8d3f68fa3f21154e0b917373a7f,Z4A2,卧室2开关
bd0189124ac7d1bbe921b962038c6f9d,43b36768d5513b3ec00bdcaebce383db,WZA1,Zigbee网关
8876cb8b3ced6636c73f5169d47b51f7,e42484b2955bc112ab08435f14ee51dc,Z7A4,门磁传感器
bb06efcc5279dc21f3a027ed7009ed1b,d0722036d8afde29419c4eff64197382,Z4A2,卧室2开关
bb06efcc5279dc21f3a027ed7009ed1b,9392f6b2fe7c32c5d640fcb29b538535,Z4A3,卧室2开关
8876cb8b3ced6636c73f5169d47b51f7,b6a336ea39d79e4f522f3c2a9f3a32ad,S4A4,客厅窗帘
19340514c38e3c8a8418abfff5f402cb,635a98b2a2579f2669808e38aaf8183b,Z4A1,门头
bb06efcc5279dc21f3a027ed7009ed1b,9deded19443de9d9480ce53e9e2d3eb1,Z4A2,卧室2开关
8876cb8b3ced6636c73f5169d47b51f7,b769774cb1e17e4753291214de09b17c,T4A6,烟雾传感器
1be958f38f767d0f0990ef16843c7986,4bac4d850e9fdf5c0051582305f431f2,S1Aj,一楼客厅
a099e001be4d00114493fc7c9bbeb6fa,70d3aba904b753f5ab8810a3efbf6bae,Z4A1,储物室
540e2211d76f5ed9bed256f9acc8d2be,fa5e11df9a5a3e7a356928b0c8c7c8aa,Z4A1,黄李涵
a099e001be4d00114493fc7c9bbeb6fa,f2fd5a57170238b6a196cb91466e1c2b,Z4A1,风扇1
5ceacd86e31796824d5d8413041ce25e,10814fc4e79a12d7264178f2108e56db,S1Aj,汉式卧室
ceb170c001addfa8a9043a1dd12e93cc,4ac9e85862da8441b649ebfbc71c6eb2,S1Aj,办公室开关
dd1425e36322ef790c22e70a357e38c8,88fd14ddd188e5ba0b213bd47bce58c7,Z4A4,次卧二四键开关
dd1425e36322ef790c22e70a357e38c8,f2ec5343e6aeda4a73e8e911778d2025,Z4A4,主卫四键开关1
4442b9340be3374692ac94c630fd0df6,36781cc360d6ed9e31c5733112196616,Z4A1,一键开关
dd1425e36322ef790c22e70a357e38c8,be8f64bb01aab743fb99cf8223bf1399,Z4A4,主卫四键开关2
dd1425e36322ef790c22e70a357e38c8,b10eefcd3a1a083a1a3cb63fe21ef4d6,Z4A4,儿童房床头左四键开关
dd1425e36322ef790c22e70a357e38c8,ae41e2be12defca60f4d892bb51a0c18,Z4A4,儿童房床头右四键开关
56b4ecb3613db199648963245e4b2a25,1a68741e0d040281c99146b8802fe422,Z4A2,书房中间
4442b9340be3374692ac94c630fd0df6,74b2a1812a5d70389b0ea134936c925a,Z4A1,门口
dd1425e36322ef790c22e70a357e38c8,1ee682fde7649a8aac476a9d34ecfbb5,Z4A4,次卧二左床头开关
4442b9340be3374692ac94c630fd0df6,f1590e974fa6572254346e3bb1f2e95b,Z4A2,二键开关
dd1425e36322ef790c22e70a357e38c8,b160f3374cf2365d33b58639ab6abb83,Z4A4,次卧二床头右开关
dd1425e36322ef790c22e70a357e38c8,27c9ae436da3d2946b473af32c6cbb4e,Z4A4,儿童房四键开关
4442b9340be3374692ac94c630fd0df6,3af84de864297138d28daef3f623131f,Z4A1,一键开关
dd1425e36322ef790c22e70a357e38c8,f31616a670abb7585efa32dbad75bdf3,Z4A4,走廊四键开关
1b35bc8c4517644935b7018a1cddceaf,b26f0c2635163109e0e797c43693e13c,Z4A1,后门灯
dd1425e36322ef790c22e70a357e38c8,c7f39534e22dea026155a5f0848dd329,Z4A4,公卫外四键开关2
d0c320fddf1d5bf951854bc084f1f264,150d22efa6632ca4df5d7f87e5b5e7fe,Z4A1,柜体灯
dd1425e36322ef790c22e70a357e38c8,5bb2f13b6ff5528245d93799fd7507fd,Z4A4,公卫外四键开关1
4442b9340be3374692ac94c630fd0df6,d2cc5aed107289887f3352ea7ee0f8b5,Z4A2,二键开关
4442b9340be3374692ac94c630fd0df6,ee976d59bc6c22e7bae8a422406c884b,Z4A3,客厅
4442b9340be3374692ac94c630fd0df6,3ebf0e3d4ec03da353aba2d8bb2a819c,Z4A1,一键开关
4442b9340be3374692ac94c630fd0df6,00155f2e27e5a30c61724c4c37558ae0,Z4A1,一键开关
1be958f38f767d0f0990ef16843c7986,195c5cb464029ae92f73b066cfdb980b,S1Aj,一楼主卧
ff52ebc704fef0b9495e7d268ca9cdb3,59df83a959bdc061056660e0adcb954e,Z4A1,主卧灯
b43eaac03ee5adec417878735484cf4e,cca5604e1e4ba3c6c1a38b729864345e,WAA1,音乐平板
8623479798bf873d3cd5df534bc3d586,4a23281527ba9de017b321baed56cab5,Z4A3,餐厅三开
1be958f38f767d0f0990ef16843c7986,7c543142ce9516549649a9905634f490,S1Aj,一楼餐厅
8623479798bf873d3cd5df534bc3d586,79c3c4ce18266a8ffed981afaa6940da,Z4A3,门口开关
4442b9340be3374692ac94c630fd0df6,29ec4f1948d0e7a8813441f523f50a33,WZA1,Zigbee网关
61159fab69f2996b20c51991f646dc7d,ad4e0eb2080fe04eedd60b6c5b4151e3,WZA1,Zigbee网关
85180513bbc936af9e85fa90c5d3584d,c4070f91cd4323069b812547056c65d0,Z4A3,客厅一
dd1425e36322ef790c22e70a357e38c8,d28924b200dc5ea2e0907e58bed4a36a,Z4A4,主卧床头左开关1
a11c9429e9ae8ada379a78930c314549,e6c4ddd8252247923c79afc94dddc549,WZA1,Zigbee网关
4ee8e9d6e36b3561efb42cc5e3b1d39e,5ad81a5ce21a7e13bc61af3ad3f6211e,Z4A1,客卫
4ee8e9d6e36b3561efb42cc5e3b1d39e,d2ea5e739d9be320b06bbf9eb1235de7,WZA1,Zigbee网关
9c141827e3c1a04b88d36f4b11874ac2,b032032940698661db110573c554a79f,Z4A2,二键开关
9c141827e3c1a04b88d36f4b11874ac2,1241d613c61e482ec1910b2fcdb1a0dd,Z4A3,三键开关
9c141827e3c1a04b88d36f4b11874ac2,b9bbe32a340e9eedc052b156afb30098,Z4A2,二键开关
9c141827e3c1a04b88d36f4b11874ac2,b4849dcab009e72e2d3705041795b5c0,Z4A3,三键开关
f48c4d50269392e12e13fb376c85ad05,7e43cc10de4f8a7024c7cd65a9224524,WZA3,网关
f48c4d50269392e12e13fb376c85ad05,abf0bbf2bba691b6449f35ba2cddc6f5,Z4A1,小卧室灯
bb06efcc5279dc21f3a027ed7009ed1b,7bbb2fc3aa993de7625c4bc198a03d70,Z4A1,卧室1卫生间灯
f48c4d50269392e12e13fb376c85ad05,f354a934b70fc11983989d211b84cbd4,Z1A1,客厅插座1号
f48c4d50269392e12e13fb376c85ad05,0afd3d98291bfa5b5e3511c9293407ca,Z1A1,客厅插座2
f48c4d50269392e12e13fb376c85ad05,9b3e94b168da704d682064e87cdaa75b,Z1A1,厨房3号插座
f48c4d50269392e12e13fb376c85ad05,93862f345b734d526a02990451aaebb4,Z4A1,走道灯
540e2211d76f5ed9bed256f9acc8d2be,f751a91580dc155b1a4b5273cace6839,Z4A1,主卧廊灯
bb06efcc5279dc21f3a027ed7009ed1b,47ee96083bbeebb839e9a6fb42724aef,Z4A3,卧室1开关
171176b88fc6c282d9eb5557744ad547,7f98dbd00089771ab2a305cef0a4d379,Z4A1,次卧双控
540e2211d76f5ed9bed256f9acc8d2be,e8f0a928e090423ef65813ddd2b4fe5b,Z4A1,电视背景
dd1425e36322ef790c22e70a357e38c8,fcdee522fe10522694891884db88e41e,Z4A4,主卧床头右开关1
dd1425e36322ef790c22e70a357e38c8,9143823be9efab86df7078551f5ef0be,Z4A4,主卧床头左开关2
8eb0cea24687d6541d112d64d5432f2a,bfa4e5879f1d0c4d693a513d706f5b95,WZA3,网关
f415ff798aa6102ed7c2bb4069743d32,c82f75fb3a6c8ad4bd27b821120eb6a5,S1Aj,监控厅
334d97ead95651d5fcc347783ae35adc,acdaa2b0302d46162a3f6163d441a08d,S6A3,433情景开关三键
5bf3bc64a6d18f42eda94c7c4dbd3be4,a730239025358cff9c08f8143d2e6908,WQA4,情景开关
8b27e5c6970cc3fb5e019fe1128e2f59,517a9677474f7e66547b55a5f41fbb06,S1Aj,负一健身房
5d6ec36a261a7a354833873a8b72aa67,c19e4dbd2c023b105239396afd42ed3b,Z4A1,餐厅射灯
c54fa994cac27cc1dbd0dad280c348b5,9454c695b69202f8c4e24fcfe72e7243,S1Aj,三键开关
c8c02d51c7e834c0f88799cd8350c5ca,dd6d0f7626bed9da613236afe220d41e,S6A3,客厅随意贴
770245edb87c3a350a2a6bb4ac76cbeb,b6c22fc8ce04785217be28275d2cc14e,S4A4,平开帘
770245edb87c3a350a2a6bb4ac76cbeb,9ce7e88a34b32a6c8b87e3bceaf2281b,Z6A2,人体红外
770245edb87c3a350a2a6bb4ac76cbeb,9a2c00b7f2adb55a787b7607144d34e6,Z8A1,温湿度
f2f765f755734bf1e027373986af6a44,c1eeec02c4b684098e750100e372c3ed,Z5A2,餐厅纱帘
255c4d3ac98f25014bfebb8d44afc676,006f23187b43f18061200f4663a4d8f7,Z4A3,客厅三开
2c5f5b53fefdedbbf9f0ed9812bb854d,2db8488492385c3b738301cbcbc006cd,S1Aj,三键开关
621cde16d0c1a52de47d910bbdf4b50e,f2c409c4e1d45528822b6a508a036283,S1Aj,一楼卫生间
1be958f38f767d0f0990ef16843c7986,b937e6257c8f32b68a322b82478bd9ff,S1Aj,一楼次卧2
06fcddd24224043bde72123f247476cf,d94a25e4ca6ee1d6c09d440403c043a1,Z4A3,主卧灯
b4b81097d30be0451b329e68675b5d08,949c66869e53be8436b4a696d4cb1fc3,Z4A3,主人房双联
1f57216e384ca64fc805fc37c06488a1,11205a5b1d891ee5cf9ebfbcdbe44a27,S4A4,客厅窗帘
2f7df414d6fa0a28064d67dfa83ed444,fb6807400478756fc04016fafc4c5e5f,Z4A3,灯带
51a53bf99189227a9cfaba326079d5a3,6cce07b45059fb04ce16f4e2a76d12fe,WZA3,网关
f2f765f755734bf1e027373986af6a44,0ca46a492b80bf61ebac3d5766e0ee26,Z5A1,客厅布帘
bb06efcc5279dc21f3a027ed7009ed1b,4c8f7a3ae2402d9cb24b87a787ea0e4f,Z4A2,卧室1开关
bb06efcc5279dc21f3a027ed7009ed1b,9a374fc59fe5b3e88f5290a3d4b0567c,Z4A2,卧室1开关
bb06efcc5279dc21f3a027ed7009ed1b,4c72eb878de2f3a6138b46baa7727dab,Z4A2,卧室1开关
bb06efcc5279dc21f3a027ed7009ed1b,344957de0c5a26aca9659518e431d98b,Z4A1,卧室1灯带
