"Set","Frequency Or Confidence"
"[soft cheese,yogurt]","0.005998983223182512"
"[specialty bar,whole milk]","0.006507371631926792"
"[specialty chocolate,whole milk]","0.008032536858159633"
"[sugar,whole milk]","0.015048296898830707"
"[sugar,yogurt]","0.006914082358922217"
"[tropical fruit,waffles]","0.006100660904931368"
"[tropical fruit,whipped/sour cream]","0.013828164717844434"
"[tropical fruit,white bread]","0.008744280630401627"
"[tropical fruit,whole milk]","0.042297915607524150"
"[tropical fruit,yogurt]","0.029283172343670564"
"[waffles,whipped/sour cream]","0.005083884087442806"
"[waffles,whole milk]","0.012709710218607015"
"[waffles,yogurt]","0.007524148449415354"
"[whipped/sour cream,white bread]","0.005490594814438231"
"[whipped/sour cream,whole milk]","0.032231825114387394"
"[whipped/sour cream,yogurt]","0.020742247076766650"
"[white bread,whole milk]","0.017081850533807830"
"[white bread,yogurt]","0.009049313675648195"
"[whole milk,yogurt]","0.056024402643619730"
